,geo_code,geo_level,Religion,TRU,Sex,Total
11410,367,district,Other religions and persuasions,Rural,Male,36001
11411,367,district,Religion not stated,Rural,Male,765
11413,367,district,Hindu,Urban,Male,9406
11414,367,district,Muslim,Urban,Male,3584
11415,367,district,Christian,Urban,Male,7733
11416,367,district,Sikh,Urban,Male,1
11417,367,district,Buddhist,Urban,Male,11
11418,367,district,Jain,Urban,Male,36
11419,367,district,Other religions and persuasions,Urban,Male,1086
11420,367,district,Religion not stated,Urban,Male,27
11431,368,district,Hindu,Rural,Male,146035
11432,368,district,Muslim,Rural,Male,5220
11433,368,district,Christian,Rural,Male,38248
11434,368,district,Sikh,Rural,Male,61
11435,368,district,Buddhist,Rural,Male,161
11436,368,district,Jain,Rural,Male,3
11437,368,district,Other religions and persuasions,Rural,Male,445788
11438,368,district,Religion not stated,Rural,Male,2141
11440,368,district,Hindu,Urban,Male,67949
11441,368,district,Muslim,Urban,Male,14640
11442,368,district,Christian,Urban,Male,5201
11443,368,district,Sikh,Urban,Male,439
11444,368,district,Buddhist,Urban,Male,30
11445,368,district,Jain,Urban,Male,22
11446,368,district,Other religions and persuasions,Urban,Male,23006
11447,368,district,Religion not stated,Urban,Male,441
11458,369,district,Hindu,Rural,Male,261525
11459,369,district,Muslim,Rural,Male,10573
11460,369,district,Christian,Rural,Male,3111
11461,369,district,Sikh,Rural,Male,155
11462,369,district,Buddhist,Rural,Male,48
11463,369,district,Jain,Rural,Male,12
11464,369,district,Other religions and persuasions,Rural,Male,132406
11465,369,district,Religion not stated,Rural,Male,1018
11467,369,district,Hindu,Urban,Male,104430
11468,369,district,Muslim,Urban,Male,22185
11469,369,district,Christian,Urban,Male,960
11470,369,district,Sikh,Urban,Male,433
11471,369,district,Buddhist,Urban,Male,62
11472,369,district,Jain,Urban,Male,21
11473,369,district,Other religions and persuasions,Urban,Male,7184
11474,369,district,Religion not stated,Urban,Male,288
11512,370,district,Hindu,Rural,Male,665239
11513,370,district,Muslim,Rural,Male,1763
11514,370,district,Christian,Rural,Male,4537
11515,370,district,Sikh,Rural,Male,103
11516,370,district,Buddhist,Rural,Male,57
11517,370,district,Jain,Rural,Male,44
11518,370,district,Other religions and persuasions,Rural,Male,14
11519,370,district,Religion not stated,Rural,Male,846
11521,370,district,Hindu,Urban,Male,72678
11522,370,district,Muslim,Urban,Male,2180
11523,370,district,Christian,Urban,Male,1287
11524,370,district,Sikh,Urban,Male,243
11525,370,district,Buddhist,Urban,Male,21
11526,370,district,Jain,Urban,Male,21
11527,370,district,Other religions and persuasions,Urban,Male,10
11528,370,district,Religion not stated,Urban,Male,118
11539,371,district,Hindu,Rural,Male,173322
11540,371,district,Muslim,Rural,Male,880
11541,371,district,Christian,Rural,Male,1588
11542,371,district,Sikh,Rural,Male,58
11543,371,district,Buddhist,Rural,Male,13
11544,371,district,Jain,Rural,Male,12
11545,371,district,Other religions and persuasions,Rural,Male,15
11546,371,district,Religion not stated,Rural,Male,274
11548,371,district,Hindu,Urban,Male,110138
11549,371,district,Muslim,Urban,Male,6079
11550,371,district,Christian,Urban,Male,3286
11551,371,district,Sikh,Urban,Male,705
11552,371,district,Buddhist,Urban,Male,28
11553,371,district,Jain,Urban,Male,27
11554,371,district,Other religions and persuasions,Urban,Male,18
11555,371,district,Religion not stated,Urban,Male,247
11566,372,district,Hindu,Rural,Male,343988
11567,372,district,Muslim,Rural,Male,1294
11568,372,district,Christian,Rural,Male,22010
11569,372,district,Sikh,Rural,Male,170
11570,372,district,Buddhist,Rural,Male,83
11571,372,district,Jain,Rural,Male,30
11572,372,district,Other religions and persuasions,Rural,Male,412
11573,372,district,Religion not stated,Rural,Male,705
11575,372,district,Hindu,Urban,Male,143855
11576,372,district,Muslim,Urban,Male,9279
11577,372,district,Christian,Urban,Male,3352
11578,372,district,Sikh,Urban,Male,1114
11579,372,district,Buddhist,Urban,Male,62
11580,372,district,Jain,Urban,Male,15
11581,372,district,Other religions and persuasions,Urban,Male,124
11582,372,district,Religion not stated,Urban,Male,384
11593,373,district,Hindu,Rural,Male,139158
11594,373,district,Muslim,Rural,Male,212
11595,373,district,Christian,Rural,Male,6648
11596,373,district,Sikh,Rural,Male,28
11597,373,district,Buddhist,Rural,Male,45
11598,373,district,Jain,Rural,Male,3
11599,373,district,Other religions and persuasions,Rural,Male,208
11600,373,district,Religion not stated,Rural,Male,364
11602,373,district,Hindu,Urban,Male,10713
11603,373,district,Muslim,Urban,Male,171
11604,373,district,Christian,Urban,Male,655
11605,373,district,Sikh,Urban,Male,4
11606,373,district,Buddhist,Urban,Male,2
11607,373,district,Jain,Urban,Male,0
11608,373,district,Other religions and persuasions,Urban,Male,0
11609,373,district,Religion not stated,Urban,Male,19
11620,374,district,Hindu,Rural,Male,468396
11621,374,district,Muslim,Rural,Male,10222
11622,374,district,Christian,Rural,Male,154251
11623,374,district,Sikh,Rural,Male,246
11624,374,district,Buddhist,Rural,Male,235
11625,374,district,Jain,Rural,Male,43
11626,374,district,Other religions and persuasions,Rural,Male,40296
11627,374,district,Religion not stated,Rural,Male,2379
11629,374,district,Hindu,Urban,Male,312657
11630,374,district,Muslim,Urban,Male,27588
11631,374,district,Christian,Urban,Male,35814
11632,374,district,Sikh,Urban,Male,2749
11633,374,district,Buddhist,Urban,Male,139
11634,374,district,Jain,Urban,Male,345
11635,374,district,Other religions and persuasions,Urban,Male,4487
11636,374,district,Religion not stated,Urban,Male,1300
11647,375,district,Hindu,Rural,Male,763537
11648,375,district,Muslim,Rural,Male,4004
11649,375,district,Christian,Rural,Male,2541
11650,375,district,Sikh,Rural,Male,129
11651,375,district,Buddhist,Rural,Male,68
11652,375,district,Jain,Rural,Male,41
11653,375,district,Other religions and persuasions,Rural,Male,3396
11654,375,district,Religion not stated,Rural,Male,951
11656,375,district,Hindu,Urban,Male,117341
11657,375,district,Muslim,Urban,Male,11009
11658,375,district,Christian,Urban,Male,1971
11659,375,district,Sikh,Urban,Male,1008
11660,375,district,Buddhist,Urban,Male,46
11661,375,district,Jain,Urban,Male,23
11662,375,district,Other religions and persuasions,Urban,Male,259
11663,375,district,Religion not stated,Urban,Male,163
11674,376,district,Hindu,Rural,Male,964967
11675,376,district,Muslim,Rural,Male,12538
11676,376,district,Christian,Rural,Male,6840
11677,376,district,Sikh,Rural,Male,204
11678,376,district,Buddhist,Rural,Male,62
11679,376,district,Jain,Rural,Male,43
11680,376,district,Other religions and persuasions,Rural,Male,170516
11681,376,district,Religion not stated,Rural,Male,2406
11683,376,district,Hindu,Urban,Male,91186
11684,376,district,Muslim,Urban,Male,4785
11685,376,district,Christian,Urban,Male,441
11686,376,district,Sikh,Urban,Male,142
11687,376,district,Buddhist,Urban,Male,14
11688,376,district,Jain,Urban,Male,14
11689,376,district,Other religions and persuasions,Urban,Male,1905
11690,376,district,Religion not stated,Urban,Male,150
11701,377,district,Hindu,Rural,Male,1014735
11702,377,district,Muslim,Rural,Male,29236
11703,377,district,Christian,Rural,Male,1956
11704,377,district,Sikh,Rural,Male,92
11705,377,district,Buddhist,Rural,Male,29
11706,377,district,Jain,Rural,Male,35
11707,377,district,Other religions and persuasions,Rural,Male,9018
11708,377,district,Religion not stated,Rural,Male,1365
11710,377,district,Hindu,Urban,Male,108865
11711,377,district,Muslim,Urban,Male,18623
11712,377,district,Christian,Urban,Male,1176
11713,377,district,Sikh,Urban,Male,32
11714,377,district,Buddhist,Urban,Male,25
11715,377,district,Jain,Urban,Male,67
11716,377,district,Other religions and persuasions,Urban,Male,292
11717,377,district,Religion not stated,Urban,Male,241
11728,378,district,Hindu,Rural,Male,642957
11729,378,district,Muslim,Rural,Male,21135
11730,378,district,Christian,Rural,Male,290
11731,378,district,Sikh,Rural,Male,63
11732,378,district,Buddhist,Rural,Male,24
11733,378,district,Jain,Rural,Male,39
11734,378,district,Other religions and persuasions,Rural,Male,15
11735,378,district,Religion not stated,Rural,Male,732
11737,378,district,Hindu,Urban,Male,62242
11738,378,district,Muslim,Urban,Male,32187
11739,378,district,Christian,Urban,Male,81
11740,378,district,Sikh,Urban,Male,18
11741,378,district,Buddhist,Urban,Male,18
11742,378,district,Jain,Urban,Male,12
11743,378,district,Other religions and persuasions,Urban,Male,14
11744,378,district,Religion not stated,Urban,Male,433
11755,379,district,Hindu,Rural,Male,657345
11756,379,district,Muslim,Rural,Male,16166
11757,379,district,Christian,Rural,Male,677
11758,379,district,Sikh,Rural,Male,68
11759,379,district,Buddhist,Rural,Male,19
11760,379,district,Jain,Rural,Male,23
11761,379,district,Other religions and persuasions,Rural,Male,13
11762,379,district,Religion not stated,Rural,Male,742
11764,379,district,Hindu,Urban,Male,33855
11765,379,district,Muslim,Urban,Male,8766
11766,379,district,Christian,Urban,Male,53
11767,379,district,Sikh,Urban,Male,3
11768,379,district,Buddhist,Urban,Male,5
11769,379,district,Jain,Urban,Male,6
11770,379,district,Other religions and persuasions,Urban,Male,2
11771,379,district,Religion not stated,Urban,Male,71
11782,380,district,Hindu,Rural,Male,499397
11783,380,district,Muslim,Rural,Male,16398
11784,380,district,Christian,Rural,Male,216
11785,380,district,Sikh,Rural,Male,90
11786,380,district,Buddhist,Rural,Male,36
11787,380,district,Jain,Rural,Male,27
11788,380,district,Other religions and persuasions,Rural,Male,4
11789,380,district,Religion not stated,Rural,Male,645
11791,380,district,Hindu,Urban,Male,53488
11792,380,district,Muslim,Urban,Male,6393
11793,380,district,Christian,Urban,Male,586
11794,380,district,Sikh,Urban,Male,27
11795,380,district,Buddhist,Urban,Male,5
11796,380,district,Jain,Urban,Male,5
11797,380,district,Other religions and persuasions,Urban,Male,26
11798,380,district,Religion not stated,Urban,Male,522
11809,381,district,Hindu,Rural,Male,921631
11810,381,district,Muslim,Rural,Male,43432
11811,381,district,Christian,Rural,Male,1407
11812,381,district,Sikh,Rural,Male,108
11813,381,district,Buddhist,Rural,Male,3122
11814,381,district,Jain,Rural,Male,47
11815,381,district,Other religions and persuasions,Rural,Male,30
11816,381,district,Religion not stated,Rural,Male,1108
11818,381,district,Hindu,Urban,Male,346401
11819,381,district,Muslim,Urban,Male,28100
11820,381,district,Christian,Urban,Male,4674
11821,381,district,Sikh,Urban,Male,442
11822,381,district,Buddhist,Urban,Male,201
11823,381,district,Jain,Urban,Male,559
11824,381,district,Other religions and persuasions,Urban,Male,47
11825,381,district,Religion not stated,Urban,Male,1451
11836,382,district,Hindu,Rural,Male,816717
11837,382,district,Muslim,Rural,Male,36225
11838,382,district,Christian,Rural,Male,661
11839,382,district,Sikh,Rural,Male,124
11840,382,district,Buddhist,Rural,Male,33
11841,382,district,Jain,Rural,Male,35
11842,382,district,Other religions and persuasions,Rural,Male,1572
11843,382,district,Religion not stated,Rural,Male,1172
11845,382,district,Hindu,Urban,Male,58553
11846,382,district,Muslim,Urban,Male,10499
11847,382,district,Christian,Urban,Male,122
11848,382,district,Sikh,Urban,Male,126
11849,382,district,Buddhist,Urban,Male,1
11850,382,district,Jain,Urban,Male,15
11851,382,district,Other religions and persuasions,Urban,Male,3
11852,382,district,Religion not stated,Urban,Male,176
11863,383,district,Hindu,Rural,Male,548974
11864,383,district,Muslim,Rural,Male,1275
11865,383,district,Christian,Rural,Male,244
11866,383,district,Sikh,Rural,Male,59
11867,383,district,Buddhist,Rural,Male,180
11868,383,district,Jain,Rural,Male,17
11869,383,district,Other religions and persuasions,Rural,Male,105
11870,383,district,Religion not stated,Rural,Male,472
11872,383,district,Hindu,Urban,Male,59702
11873,383,district,Muslim,Urban,Male,1311
11874,383,district,Christian,Urban,Male,135
11875,383,district,Sikh,Urban,Male,9
11876,383,district,Buddhist,Urban,Male,9
11877,383,district,Jain,Urban,Male,2
11878,383,district,Other religions and persuasions,Urban,Male,4
11879,383,district,Religion not stated,Urban,Male,95
11890,384,district,Hindu,Rural,Male,542919
11891,384,district,Muslim,Rural,Male,1229
11892,384,district,Christian,Rural,Male,1101
11893,384,district,Sikh,Rural,Male,90
11894,384,district,Buddhist,Rural,Male,74
11895,384,district,Jain,Rural,Male,11
11896,384,district,Other religions and persuasions,Rural,Male,5
11897,384,district,Religion not stated,Rural,Male,956
11899,384,district,Hindu,Urban,Male,104804
11900,384,district,Muslim,Urban,Male,2857
11901,384,district,Christian,Urban,Male,604
11902,384,district,Sikh,Urban,Male,351
11903,384,district,Buddhist,Urban,Male,40
11904,384,district,Jain,Urban,Male,10
11905,384,district,Other religions and persuasions,Urban,Male,468
11906,384,district,Religion not stated,Urban,Male,199
11917,385,district,Hindu,Rural,Male,458031
11918,385,district,Muslim,Rural,Male,2168
11919,385,district,Christian,Rural,Male,166
11920,385,district,Sikh,Rural,Male,48
11921,385,district,Buddhist,Rural,Male,15
11922,385,district,Jain,Rural,Male,16
11923,385,district,Other religions and persuasions,Rural,Male,5
11924,385,district,Religion not stated,Rural,Male,570
11926,385,district,Hindu,Urban,Male,40931
11927,385,district,Muslim,Urban,Male,564
11928,385,district,Christian,Urban,Male,48
11929,385,district,Sikh,Urban,Male,3
11930,385,district,Buddhist,Urban,Male,3
11931,385,district,Jain,Urban,Male,1
11932,385,district,Other religions and persuasions,Urban,Male,1
11933,385,district,Religion not stated,Urban,Male,66
11944,386,district,Hindu,Rural,Male,572377
11945,386,district,Muslim,Rural,Male,21557
11946,386,district,Christian,Rural,Male,998
11947,386,district,Sikh,Rural,Male,60
11948,386,district,Buddhist,Rural,Male,41
11949,386,district,Jain,Rural,Male,21
11950,386,district,Other religions and persuasions,Rural,Male,43
11951,386,district,Religion not stated,Rural,Male,712
11953,386,district,Hindu,Urban,Male,540984
11954,386,district,Muslim,Urban,Male,22091
11955,386,district,Christian,Urban,Male,5248
11956,386,district,Sikh,Urban,Male,595
11957,386,district,Buddhist,Urban,Male,224
11958,386,district,Jain,Urban,Male,214
11959,386,district,Other religions and persuasions,Urban,Male,181
11960,386,district,Religion not stated,Urban,Male,1791
11971,387,district,Hindu,Rural,Male,706764
11972,387,district,Muslim,Rural,Male,19651
11973,387,district,Christian,Rural,Male,484
11974,387,district,Sikh,Rural,Male,73
11975,387,district,Buddhist,Rural,Male,107
11976,387,district,Jain,Rural,Male,32
11977,387,district,Other religions and persuasions,Rural,Male,144
11978,387,district,Religion not stated,Rural,Male,958
11980,387,district,Hindu,Urban,Male,131274
11981,387,district,Muslim,Urban,Male,3783
11982,387,district,Christian,Urban,Male,1636
11983,387,district,Sikh,Urban,Male,31
11984,387,district,Buddhist,Urban,Male,20
11985,387,district,Jain,Urban,Male,18
11986,387,district,Other religions and persuasions,Urban,Male,4
11987,387,district,Religion not stated,Urban,Male,401
11998,388,district,Hindu,Rural,Male,1371427
11999,388,district,Muslim,Rural,Male,1747
12000,388,district,Christian,Rural,Male,8399
12001,388,district,Sikh,Rural,Male,173
12002,388,district,Buddhist,Rural,Male,64
12003,388,district,Jain,Rural,Male,45
12004,388,district,Other religions and persuasions,Rural,Male,12
12005,388,district,Religion not stated,Rural,Male,1769
12007,388,district,Hindu,Urban,Male,386125
12008,388,district,Muslim,Urban,Male,5143
12009,388,district,Christian,Urban,Male,3446
12010,388,district,Sikh,Urban,Male,126
12011,388,district,Buddhist,Urban,Male,26
12012,388,district,Jain,Urban,Male,27
12013,388,district,Other religions and persuasions,Urban,Male,37
12014,388,district,Religion not stated,Urban,Male,652
12025,389,district,Hindu,Rural,Male,141704
12026,389,district,Muslim,Rural,Male,523
12027,389,district,Christian,Rural,Male,103754
12028,389,district,Sikh,Rural,Male,13
12029,389,district,Buddhist,Rural,Male,1097
12030,389,district,Jain,Rural,Male,35
12031,389,district,Other religions and persuasions,Rural,Male,2
12032,389,district,Religion not stated,Rural,Male,527
12034,389,district,Hindu,Urban,Male,31679
12035,389,district,Muslim,Urban,Male,247
12036,389,district,Christian,Urban,Male,3198
12037,389,district,Sikh,Urban,Male,7
12038,389,district,Buddhist,Urban,Male,10
12039,389,district,Jain,Urban,Male,6
12040,389,district,Other religions and persuasions,Urban,Male,0
12041,389,district,Religion not stated,Urban,Male,80
12052,390,district,Hindu,Rural,Male,253032
12053,390,district,Muslim,Rural,Male,447
12054,390,district,Christian,Rural,Male,69314
12055,390,district,Sikh,Rural,Male,25
12056,390,district,Buddhist,Rural,Male,131
12057,390,district,Jain,Rural,Male,21
12058,390,district,Other religions and persuasions,Rural,Male,3
12059,390,district,Religion not stated,Rural,Male,550
12061,390,district,Hindu,Urban,Male,32542
12062,390,district,Muslim,Urban,Male,622
12063,390,district,Christian,Urban,Male,3138
12064,390,district,Sikh,Urban,Male,9
12065,390,district,Buddhist,Urban,Male,3
12066,390,district,Jain,Urban,Male,0
12067,390,district,Other religions and persuasions,Urban,Male,8
12068,390,district,Religion not stated,Urban,Male,100
12079,391,district,Hindu,Rural,Male,209962
12080,391,district,Muslim,Rural,Male,286
12081,391,district,Christian,Rural,Male,215
12082,391,district,Sikh,Rural,Male,13
12083,391,district,Buddhist,Rural,Male,3
12084,391,district,Jain,Rural,Male,7
12085,391,district,Other religions and persuasions,Rural,Male,3
12086,391,district,Religion not stated,Rural,Male,644
12088,391,district,Hindu,Urban,Male,10237
12089,391,district,Muslim,Urban,Male,214
12090,391,district,Christian,Urban,Male,32
12091,391,district,Sikh,Urban,Male,0
12092,391,district,Buddhist,Urban,Male,0
12093,391,district,Jain,Urban,Male,0
12094,391,district,Other religions and persuasions,Urban,Male,1
12095,391,district,Religion not stated,Urban,Male,8
12106,392,district,Hindu,Rural,Male,283596
12107,392,district,Muslim,Rural,Male,434
12108,392,district,Christian,Rural,Male,1131
12109,392,district,Sikh,Rural,Male,29
12110,392,district,Buddhist,Rural,Male,21
12111,392,district,Jain,Rural,Male,4
12112,392,district,Other religions and persuasions,Rural,Male,2
12113,392,district,Religion not stated,Rural,Male,417
12115,392,district,Hindu,Urban,Male,25193
12116,392,district,Muslim,Urban,Male,347
12117,392,district,Christian,Urban,Male,90
12118,392,district,Sikh,Urban,Male,4
12119,392,district,Buddhist,Urban,Male,5
12120,392,district,Jain,Urban,Male,4
12121,392,district,Other religions and persuasions,Urban,Male,1
12122,392,district,Religion not stated,Urban,Male,34
12133,393,district,Hindu,Rural,Male,720058
12134,393,district,Muslim,Rural,Male,1514
12135,393,district,Christian,Rural,Male,5059
12136,393,district,Sikh,Rural,Male,100
12137,393,district,Buddhist,Rural,Male,166
12138,393,district,Jain,Rural,Male,461
12139,393,district,Other religions and persuasions,Rural,Male,67
12140,393,district,Religion not stated,Rural,Male,1345
12142,393,district,Hindu,Urban,Male,94379
12143,393,district,Muslim,Urban,Male,2467
12144,393,district,Christian,Urban,Male,3072
12145,393,district,Sikh,Urban,Male,214
12146,393,district,Buddhist,Urban,Male,91
12147,393,district,Jain,Urban,Male,710
12148,393,district,Other religions and persuasions,Urban,Male,11
12149,393,district,Religion not stated,Urban,Male,383
12160,394,district,Hindu,Rural,Male,282134
12161,394,district,Muslim,Rural,Male,1440
12162,394,district,Christian,Rural,Male,551
12163,394,district,Sikh,Rural,Male,37
12164,394,district,Buddhist,Rural,Male,45
12165,394,district,Jain,Rural,Male,153
12166,394,district,Other religions and persuasions,Rural,Male,11
12167,394,district,Religion not stated,Rural,Male,421
12169,394,district,Hindu,Urban,Male,15150
12170,394,district,Muslim,Urban,Male,1069
12171,394,district,Christian,Urban,Male,305
12172,394,district,Sikh,Urban,Male,326
12173,394,district,Buddhist,Urban,Male,0
12174,394,district,Jain,Urban,Male,310
12175,394,district,Other religions and persuasions,Urban,Male,0
12176,394,district,Religion not stated,Urban,Male,10
12187,395,district,Hindu,Rural,Male,717012
12188,395,district,Muslim,Rural,Male,1009
12189,395,district,Christian,Rural,Male,4790
12190,395,district,Sikh,Rural,Male,125
12191,395,district,Buddhist,Rural,Male,83
12192,395,district,Jain,Rural,Male,226
12193,395,district,Other religions and persuasions,Rural,Male,91
12194,395,district,Religion not stated,Rural,Male,1310
12196,395,district,Hindu,Urban,Male,59409
12197,395,district,Muslim,Urban,Male,1443
12198,395,district,Christian,Urban,Male,704
12199,395,district,Sikh,Urban,Male,283
12200,395,district,Buddhist,Urban,Male,10
12201,395,district,Jain,Urban,Male,413
12202,395,district,Other religions and persuasions,Urban,Male,4
12203,395,district,Religion not stated,Urban,Male,189
12214,396,district,Hindu,Rural,Male,355910
12215,396,district,Muslim,Rural,Male,898
12216,396,district,Christian,Rural,Male,39413
12217,396,district,Sikh,Rural,Male,71
12218,396,district,Buddhist,Rural,Male,100
12219,396,district,Jain,Rural,Male,21
12220,396,district,Other religions and persuasions,Rural,Male,13
12221,396,district,Religion not stated,Rural,Male,1348
12223,396,district,Hindu,Urban,Male,70158
12224,396,district,Muslim,Urban,Male,1418
12225,396,district,Christian,Urban,Male,2184
12226,396,district,Sikh,Urban,Male,59
12227,396,district,Buddhist,Urban,Male,24
12228,396,district,Jain,Urban,Male,43
12229,396,district,Other religions and persuasions,Urban,Male,11
12230,396,district,Religion not stated,Urban,Male,289
12241,397,district,Hindu,Rural,Male,545068
12242,397,district,Muslim,Rural,Male,1886
12243,397,district,Christian,Rural,Male,12308
12244,397,district,Sikh,Rural,Male,55
12245,397,district,Buddhist,Rural,Male,79
12246,397,district,Jain,Rural,Male,71
12247,397,district,Other religions and persuasions,Rural,Male,15
12248,397,district,Religion not stated,Rural,Male,1289
12250,397,district,Hindu,Urban,Male,38590
12251,397,district,Muslim,Urban,Male,1564
12252,397,district,Christian,Urban,Male,3442
12253,397,district,Sikh,Urban,Male,30
12254,397,district,Buddhist,Urban,Male,22
12255,397,district,Jain,Urban,Male,100
12256,397,district,Other religions and persuasions,Urban,Male,8
12257,397,district,Religion not stated,Urban,Male,285
12268,398,district,Hindu,Rural,Male,533631
12269,398,district,Muslim,Rural,Male,2087
12270,398,district,Christian,Rural,Male,24686
12271,398,district,Sikh,Rural,Male,107
12272,398,district,Buddhist,Rural,Male,75
12273,398,district,Jain,Rural,Male,38
12274,398,district,Other religions and persuasions,Rural,Male,1591
12275,398,district,Religion not stated,Rural,Male,1556
12277,398,district,Hindu,Urban,Male,102790
12278,398,district,Muslim,Urban,Male,2543
12279,398,district,Christian,Urban,Male,9033
12280,398,district,Sikh,Urban,Male,183
12281,398,district,Buddhist,Urban,Male,36
12282,398,district,Jain,Urban,Male,214
12283,398,district,Other religions and persuasions,Urban,Male,39
12284,398,district,Religion not stated,Urban,Male,200
12295,399,district,Hindu,Rural,Male,273352
12296,399,district,Muslim,Rural,Male,638
12297,399,district,Christian,Rural,Male,3490
12298,399,district,Sikh,Rural,Male,110
12299,399,district,Buddhist,Rural,Male,12
12300,399,district,Jain,Rural,Male,19
12301,399,district,Other religions and persuasions,Rural,Male,20
12302,399,district,Religion not stated,Rural,Male,260
12304,399,district,Hindu,Urban,Male,23755
12305,399,district,Muslim,Urban,Male,356
12306,399,district,Christian,Urban,Male,1441
12307,399,district,Sikh,Urban,Male,47
12308,399,district,Buddhist,Urban,Male,7
12309,399,district,Jain,Urban,Male,84
12310,399,district,Other religions and persuasions,Urban,Male,1
12311,399,district,Religion not stated,Urban,Male,32
12349,400,district,Hindu,Rural,Male,214514
12350,400,district,Muslim,Rural,Male,3005
12351,400,district,Christian,Rural,Male,2380
12352,400,district,Sikh,Rural,Male,44
12353,400,district,Buddhist,Rural,Male,12
12354,400,district,Jain,Rural,Male,48
12355,400,district,Other religions and persuasions,Rural,Male,7820
12356,400,district,Religion not stated,Rural,Male,515
12358,400,district,Hindu,Urban,Male,92255
12359,400,district,Muslim,Urban,Male,10417
12360,400,district,Christian,Urban,Male,2355
12361,400,district,Sikh,Urban,Male,708
12362,400,district,Buddhist,Urban,Male,29
12363,400,district,Jain,Urban,Male,552
12364,400,district,Other religions and persuasions,Urban,Male,21
12365,400,district,Religion not stated,Urban,Male,62
12376,401,district,Hindu,Rural,Male,973126
12377,401,district,Muslim,Rural,Male,27792
12378,401,district,Christian,Rural,Male,41381
12379,401,district,Sikh,Rural,Male,184
12380,401,district,Buddhist,Rural,Male,618
12381,401,district,Jain,Rural,Male,96
12382,401,district,Other religions and persuasions,Rural,Male,23626
12383,401,district,Religion not stated,Rural,Male,1085
12385,401,district,Hindu,Urban,Male,102840
12386,401,district,Muslim,Urban,Male,13742
12387,401,district,Christian,Urban,Male,6539
12388,401,district,Sikh,Urban,Male,1012
12389,401,district,Buddhist,Urban,Male,48
12390,401,district,Jain,Urban,Male,239
12391,401,district,Other religions and persuasions,Urban,Male,698
12392,401,district,Religion not stated,Urban,Male,103
12403,402,district,Hindu,Rural,Male,286071
12404,402,district,Muslim,Rural,Male,4897
12405,402,district,Christian,Rural,Male,87535
12406,402,district,Sikh,Rural,Male,64
12407,402,district,Buddhist,Rural,Male,190
12408,402,district,Jain,Rural,Male,47
12409,402,district,Other religions and persuasions,Rural,Male,7161
12410,402,district,Religion not stated,Rural,Male,342
12412,402,district,Hindu,Urban,Male,28957
12413,402,district,Muslim,Urban,Male,2964
12414,402,district,Christian,Urban,Male,5805
12415,402,district,Sikh,Urban,Male,191
12416,402,district,Buddhist,Urban,Male,22
12417,402,district,Jain,Urban,Male,317
12418,402,district,Other religions and persuasions,Urban,Male,170
12419,402,district,Religion not stated,Urban,Male,14
12430,403,district,Hindu,Rural,Male,599069
12431,403,district,Muslim,Rural,Male,2792
12432,403,district,Christian,Rural,Male,20081
12433,403,district,Sikh,Rural,Male,311
12434,403,district,Buddhist,Rural,Male,252
12435,403,district,Jain,Rural,Male,42
12436,403,district,Other religions and persuasions,Rural,Male,874
12437,403,district,Religion not stated,Rural,Male,396
12439,403,district,Hindu,Urban,Male,115136
12440,403,district,Muslim,Urban,Male,6466
12441,403,district,Christian,Urban,Male,3601
12442,403,district,Sikh,Urban,Male,806
12443,403,district,Buddhist,Urban,Male,155
12444,403,district,Jain,Urban,Male,172
12445,403,district,Other religions and persuasions,Urban,Male,20
12446,403,district,Religion not stated,Urban,Male,105
12457,404,district,Hindu,Rural,Male,365124
12458,404,district,Muslim,Rural,Male,3640
12459,404,district,Christian,Rural,Male,4357
12460,404,district,Sikh,Rural,Male,108
12461,404,district,Buddhist,Rural,Male,68
12462,404,district,Jain,Rural,Male,28
12463,404,district,Other religions and persuasions,Rural,Male,7737
12464,404,district,Religion not stated,Rural,Male,362
12466,404,district,Hindu,Urban,Male,210593
12467,404,district,Muslim,Urban,Male,11738
12468,404,district,Christian,Urban,Male,6264
12469,404,district,Sikh,Urban,Male,1845
12470,404,district,Buddhist,Urban,Male,411
12471,404,district,Jain,Urban,Male,354
12472,404,district,Other religions and persuasions,Urban,Male,109
12473,404,district,Religion not stated,Urban,Male,177
12484,405,district,Hindu,Rural,Male,695265
12485,405,district,Muslim,Rural,Male,3463
12486,405,district,Christian,Rural,Male,506
12487,405,district,Sikh,Rural,Male,141
12488,405,district,Buddhist,Rural,Male,269
12489,405,district,Jain,Rural,Male,39
12490,405,district,Other religions and persuasions,Rural,Male,1022
12491,405,district,Religion not stated,Rural,Male,696
12493,405,district,Hindu,Urban,Male,108813
12494,405,district,Muslim,Urban,Male,3886
12495,405,district,Christian,Urban,Male,905
12496,405,district,Sikh,Urban,Male,237
12497,405,district,Buddhist,Urban,Male,24
12498,405,district,Jain,Urban,Male,334
12499,405,district,Other religions and persuasions,Urban,Male,42
12500,405,district,Religion not stated,Urban,Male,75
12511,406,district,Hindu,Rural,Male,975657
12512,406,district,Muslim,Rural,Male,7944
12513,406,district,Christian,Rural,Male,2767
12514,406,district,Sikh,Rural,Male,344
12515,406,district,Buddhist,Rural,Male,120
12516,406,district,Jain,Rural,Male,136
12517,406,district,Other religions and persuasions,Rural,Male,14217
12518,406,district,Religion not stated,Rural,Male,1335
12520,406,district,Hindu,Urban,Male,314243
12521,406,district,Muslim,Urban,Male,21645
12522,406,district,Christian,Urban,Male,7277
12523,406,district,Sikh,Urban,Male,2993
12524,406,district,Buddhist,Urban,Male,1405
